0.092927	11.537
0.0061551	6.9869
1.5547	14.402
0.04433	11.93
1.8818	9.5773
0.29286	11.829
2.5104	10.048
1.3378	24.483
0.038705	8.7032
0.63081	12.739
0.49294	9.215
1.9732	8.5345
2.1104	9.0844
0.20895	22.938
0.67364	11.009
0.17935	11.305
5.2737	12.851
-0.000030929	15.27
0.4634	13.997
0.058183	13.789
0.22547	8.4194
-0.000053711	10.764
-0.002233	4.5223
0.14533	12.649
1.1478	23.159
9.3122	12.362
0.35681	5.5023
0.11233	12.443
1.0518	6.3601
1.3395	11.976
0.048019	4.9474
0.61774	12.474
0.045887	10.387
2.8477	2.6614
1.2924	15.835
1.286	13.309
1.4557	15.025
0.63612	20.348
1.8975	22.253
0.56267	16.089
0.26753	11.639
0.44617	18.393
1.3355	15.823
-0.00072285	5.7094
1.5699	15.568
0.49839	5.87
0.24089	8.7001
0.30434	11.589
0.0035451	16.791
0.5261	17.7
0.15029	15.349
2.7872	18.951
0.0001079	11.043
0.33044	9.7833
0.83493	4.7385
1.1324	3.5267
2.9912	13.825
0.25715	17.972
0.63922	15.061
0.15774	9.183
7.5006	19.252
0.15649	20.414
0.50575	11.297
0.76514	7.0037
0.60712	16.725
1.3694	20.701
1.7995	6.4679
0.76889	7.0657
0.33381	6.769
0.0013408	14.716
0.0052097	0.61007
0.01559	2.6587
0.1278	10.61
0.26461	6.2649
1.4728	9.9716
2.3865	10.091
2.0294	12.214
0.80901	13.346
5.6275	9.5304
0.012124	7.5705
0.515	13.307
2.8231	3.9962
0.0043703	4.6447
0.97026	11.653
0.059784	10.546
2.0273	7.7755
1.2231	16.476
2.382	10.664
1.0928	9.793
0.15944	13.557
-0.00087238	10.471
0.024656	2.7553
3.3941	15.369
0.017171	15.955
0.1995	21.241
3.5735	20.224
1.9054	7.9904
0.22602	0.89115
0.36471	12.856
0.28564	13.012
3.2659	17.385
2.9492	14.376
0.5254	9.5171
0.00081865	4.9138
0.41287	6.2524
1.1957	1.0753
7.9517	17.332
0.1305	20.628
3.6256	17.863
0.52215	13.468
1.3407	1.8757
0.00031733	14.036
3.7355	10.383
1.0179	4.7091
0.50005	11.552
1.5825	11.995
0.13578	5.6613
1.1668	8.7063
0.23213	4.1905
0.14118	0.019961
2.017	2.9748
0.84714	2.6438
0.61937	8.7672
2.0636	4.3023
0.034487	20.647
0.59081	13.052
4.1191	8.4343
0.037287	9.3868
0.30377	16.655
0.14109	7.8855
0.57153	8.4308
0.066262	11.363
3.1013	9.4791
0.12291	2.5654
1.8799	15.85
0.44278	12.315
3.9112	4.492
0.049886	7.5656
-0.0012347	5.562
0.098945	17.916
2.0921	11.698
0.058439	4.5051
2.0375	24.624
0.027683	31.795
1.1349	11.965
0.66918	5.6834
0.23447	9.2426
0.030574	2.3224
0.023154	9.4483
0.26028	28.067
0.084354	32.578
0.35295	2.4285
2.1781	8.2291
0.63896	10.429
0.18538	12.507
0.0050199	11.868
3.6517	9.1154
0.077692	5.6663
1.9168	9.6351
0.25703	10.982
0.067026	11.512
0.99202	16.405
0.49176	10.966
4.1712	10.423
-0.0024971	10.047
0.89047	3.7094
0.20019	9.8389
0.011914	17.265
0.10667	37.645
0.64776	4.0376
0.42425	5.5313
0.0082456	7.6826
0.20453	5.728
0.27854	18.798
0.19613	7.8532
0.57514	11.735
0.52471	17.083
6.1128	8.949
0.52088	6.9998
1.2454	3.6583
0.23726	2.7778
0.050202	9.2503
0.63921	17.945
0.70896	7.2604
0.74849	3.7899
0.064995	10.4
0.94221	8.551
0.67727	6.5139
0.7173	16.415
5.9304	17.736
1.9245	11.232
1.0963	0.017704
1.5238	13.796
0.11625	6.2363
2.225	14.989
0.11573	5.236
1.0349	14.696
0.2031	12.307
0.20726	17.18
-0.000061265	10.438
0.020769	19.094
0.98953	25.339
0.038729	11.278
1.9498	12.418
0.61921	12.136
0.084997	5.9889
0.23448	12.227
1.5923	6.5602
0.024792	9.6007
0.0095735	20.12
0.71831	5.9423
0.90099	18.514
0.33619	6.5881
0.33304	7.8792
0.13176	2.7045
0.20318	6.6584
1.9305	5.4159
3.1467	8.9292
1.8458	6.9156
2.6016	9.3604
4.5439	9.833
2.1019	0.095003
0.050377	13.107
0.0021577	7.0912
0.0031009	7.2378
0.21433	3.471
0.12986	11.164
0.62184	10.773
0.13007	8.0228
0.082845	6.2098
0.030584	5.9636
1.9876	15.45
0.1734	13.841
2.9882	0.76745
0.53363	11.998
0.0043326	1.5652
0.29405	3.005
0.4346	1.3303
0.10296	21.641
0.32202	20.739
0.28971	8.9375
1.2126	8.4187
3.1499	11.46
0.30253	1.4086
0.043306	36.187
0.10279	5.1767
0.0022072	4.0802
1.5378	12.879
1.9093	2.2672
0.030929	9.9786
2.2791	5.3677
0.52551	7.5173
1.3227	7.59
0.28322	7.1503
0.042234	6.3165
0.0017468	19.351
0.60068	4.013
0.74229	2.9662
0.39672	14.6
0.37194	16.524
0.39059	8.6499
0.7006	17.723
0.17852	1.0039
0.16848	17.888
2.9814	14.927
0.25572	3.1815
0.028145	20.349
3.3392	5.0373
0.29537	6.4822
1.645	6.0352
0.00079082	12.486
0.74004	2.4766
4.7387	9.813
2.3484	7.5255
0.42139	7.4364
0.7876	4.852
-0.0007128	7.1775
1.01	12.464
1.44	9.0505
0.0020617	8.2103
0.45054	3.085
0.05018	9.5364
0.1744	23.966
0.1035	5.2105
0.19769	12.46
0.87992	1.957
0.36984	12.201
0.090617	1.8175
0.23311	21.79
0.029329	8.2107
4.4199	12.504
0.32758	10.32
0.66245	26.081
0.62146	6.2823
0.87211	8.7225
2.7981	1.3202
0.89789	13.718
1.46	3.938
0.11741	3.3819
0.47223	8.8646
4.7392	5.4275
0.0073323	9.7623
0.64811	13.879
0.27386	8.1764
0.14122	11.631
0.28774	2.5468
0.82387	10.057
0.019208	16.747
-0.00053094	8.5384
1.9037	3.6077
0.038308	0.76287
0.045299	6.5995
0.7349	4.9069
-0.0016879	11.583
0.12249	7.9246
2.6082	5.6439
0.3321	2.0762
2.1217	18.115
0.15581	37.452
4.9375	15.701
9.4172	1.3613
0.70572	15.862
1.3024	14.952
0.74497	13.541
0.0030351	15.788
4.5452	23.88
0.40586	17.175
0.60668	8.2436
2.0153	6.9013
0.019012	22.478
0.32761	8.3653
-0.00079151	2.7972
2.4421	11.275
6.3373	9.2405
0.31335	5.3975
1.13	10.044
4.6972	4.5491
0.039856	5.8355
3.1094	8.8499
2.3172	15.987
0.78058	0.81506
0.00011077	7.7979
2.9047	17.373
0.99725	6.8535
0.51527	22.274
0.052569	12.078
